date,time,encounter,dot,tide,sample_round,group_number,group_size,count_white,count_gray,count_calf,calf_presence ,behavior,comments
10/11/2021,10:42,9,S,Flood,1,1,5,5,0,0,no,Mill,
10/11/2021,10:43,9,S,Flood,1,1,5,5,0,0,no,Mill,
10/11/2021,10:44,9,S,Flood,1,1,5,5,0,0,no,Mill,
10/11/2021,10:45,9,S,Flood,1,1,5,5,0,0,no,Mill,
10/11/2021,10:46,9,S,Flood,1,1,5,5,0,0,no,Mill,
10/11/2021,10:47,9,S,Flood,1,1,5,5,0,0,no,Mill,
10/11/2021,10:48,9,S,Flood,1,1,5,5,0,0,no,Mill,ST out of water. Lots of wave noise because tide flooding
10/11/2021,13:48,10,S,Ebb,2,1,5,5,0,0,no,Travel,
10/11/2021,13:49,10,S,Ebb,2,1,5,5,0,0,no,Travel,
10/11/2021,13:50,10,S,Ebb,2,1,5,5,0,0,no,Travel,whales 1000m N of battle point
10/11/2021,13:51,10,S,Ebb,2,1,5,5,0,0,no,Travel,2 whites traveling past ST300
10/11/2021,13:52,10,S,Ebb,2,1,5,5,0,0,no,Travel,
10/11/2021,13:53,10,S,Ebb,2,1,5,5,0,0,no,Travel,
10/11/2021,13:54,10,S,Ebb,2,1,5,5,0,0,no,Travel,
10/11/2021,13:55,10,S,Ebb,2,1,5,5,0,0,no,Travel,
